"source_id","type","class","book_title","city","publisher","year","volume","issue","n_texts","total_pages"
"Per_313","periodicals","","ЛПРИ","СПб.","",1839,"Т. 2","4",2,""
"Per_314","periodicals","","ЛПРИ","СПб.","",1839,"Т. 2","5",3,""
"Per_315","periodicals","","ЛПРИ","СПб.","",1839,"Т. 2","6",1,""
"Per_316","periodicals","","ЛПРИ","СПб.","",1839,"Т. 2","8",2,""
"Per_317","periodicals","","ЛПРИ","СПб.","",1839,"Т. 2","9",1,""
"Per_318","periodicals","","ЛПРИ","СПб.","",1839,"Т. 2","10",1,""
"Per_319","periodicals","","ЛПРИ","СПб.","",1839,"Т. 2","11",2,""
"Per_320","periodicals","","ЛПРИ","СПб.","",1839,"Т. 2","13",1,""
"Per_321","periodicals","","ЛПРИ","СПб.","",1839,"Т. 2","14",2,""
"Per_322","periodicals","","ЛПРИ","СПб.","",1839,"Т. 2","15",1,""
"Per_323","periodicals","","ЛПРИ","СПб.","",1839,"Т. 2","16",1,""
"Per_324","periodicals","","ЛПРИ","СПб.","",1839,"Т. 2","17",1,""
"Per_325","periodicals","","ЛПРИ","СПб.","",1839,"Т. 2","18",1,""
"Per_326","periodicals","","ЛПРИ","СПб.","",1839,"Т. 2","19",1,""
"Per_327","periodicals","","ЛПРИ","СПб.","",1839,"Т. 2","20",1,""
"Per_328","periodicals","","ЛПРИ","СПб.","",1839,"Т. 2","21",1,""
"Per_329","periodicals","","ЛПРИ","СПб.","",1839,"Т. 2","22",1,""
"Per_330","periodicals","","ЛПРИ","СПб.","",1839,"Т. 2","23",1,""
"Per_331","periodicals","","ЛПРИ","СПб.","",1839,"Т. 2","24",1,""
"Per_332","periodicals","","ЛПРИ","СПб.","",1839,"Т. 2","25",1,""
"Per_333","periodicals","","ЛГ","СПб.","",1840,"","3",1,""
"Per_334","periodicals","","ЛГ","СПб.","",1840,"","6",1,""
"Per_335","periodicals","","ЛГ","СПб.","",1840,"","7",1,""
"Per_336","periodicals","","ЛГ","СПб.","",1840,"","9",1,""
"Per_337","periodicals","","ЛГ","СПб.","",1840,"","10",1,""
"Per_338","periodicals","","ЛГ","СПб.","",1840,"","11",1,""
"Per_339","periodicals","","ЛГ","СПб.","",1840,"","12",1,""
"Per_340","periodicals","","ЛГ","СПб.","",1840,"","13",1,""
"Per_341","periodicals","","ЛГ","СПб.","",1840,"","14",1,""
"Per_342","periodicals","","ЛГ","СПб.","",1840,"","15",1,""
"Per_343","periodicals","","ЛГ","СПб.","",1840,"","16",1,""
"Per_344","periodicals","","ЛГ","СПб.","",1840,"","17",1,""
"Per_345","periodicals","","ЛГ","СПб.","",1840,"","18",1,""
"Per_346","periodicals","","ЛГ","СПб.","",1840,"","19",1,""
"Per_347","periodicals","","ЛГ","СПб.","",1840,"","20",1,""
"Per_348","periodicals","","ЛГ","СПб.","",1840,"","22",1,""
"Per_349","periodicals","","ЛГ","СПб.","",1840,"","27",1,""
"Per_350","periodicals","","ЛГ","СПб.","",1840,"","28",1,""
"Per_351","periodicals","","ЛГ","СПб.","",1840,"","30",1,""
"Per_352","periodicals","","ЛГ","СПб.","",1840,"","31",1,""
"Per_353","periodicals","","ЛГ","СПб.","",1840,"","32",1,""
"Per_354","periodicals","","ЛГ","СПб.","",1840,"","34",1,""
"Per_355","periodicals","","ЛГ","СПб.","",1840,"","35",1,""
"Per_356","periodicals","","ЛГ","СПб.","",1840,"","36",1,""
"Per_357","periodicals","","ЛГ","СПб.","",1840,"","37",1,""
"Per_358","periodicals","","ЛГ","СПб.","",1840,"","38",1,""
"Per_359","periodicals","","ЛГ","СПб.","",1840,"","41",2,""
"Per_360","periodicals","","ЛГ","СПб.","",1840,"","42",1,""
"Per_361","periodicals","","ЛГ","СПб.","",1840,"","44",1,""
"Per_362","periodicals","","ЛГ","СПб.","",1840,"","46",1,""
"Per_363","periodicals","","ЛГ","СПб.","",1840,"","49",1,""
"Per_364","periodicals","","ЛГ","СПб.","",1840,"","51",1,""
"Per_365","periodicals","","ЛГ","СПб.","",1840,"","52",1,""
"Per_366","periodicals","","ЛГ","СПб.","",1840,"","53",1,""
"Per_367","periodicals","","ЛГ","СПб.","",1840,"","55",1,""
"Per_368","periodicals","","ЛГ","СПб.","",1840,"","57",1,""
"Per_369","periodicals","","ЛГ","СПб.","",1840,"","58",1,""
"Per_370","periodicals","","ЛГ","СПб.","",1840,"","61",1,""
"Per_371","periodicals","","ЛГ","СПб.","",1840,"","62",1,""
"Per_372","periodicals","","ЛГ","СПб.","",1840,"","63",3,""
"Per_373","periodicals","","ЛГ","СПб.","",1840,"","65",1,""
"Per_374","periodicals","","ЛГ","СПб.","",1840,"","66",1,""
"Per_375","periodicals","","ЛГ","СПб.","",1840,"","67",2,""
"Per_376","periodicals","","ЛГ","СПб.","",1840,"","69",1,""
"Per_377","periodicals","","ЛГ","СПб.","",1840,"","70",1,""
"Per_378","periodicals","","ЛГ","СПб.","",1840,"","71",1,""
"Per_379","periodicals","","ЛГ","СПб.","",1840,"","73",3,""
"Per_380","periodicals","","ЛГ","СПб.","",1840,"","77",6,""
"Per_381","periodicals","","ЛГ","СПб.","",1840,"","80",1,""
"Per_382","periodicals","","ЛГ","СПб.","",1840,"","82",1,""
"Per_383","periodicals","","ЛГ","СПб.","",1840,"","84",1,""
"Per_384","periodicals","","ЛГ","СПб.","",1840,"","87",1,""
"Per_385","periodicals","","ЛГ","СПб.","",1840,"","89",1,""
"Per_386","periodicals","","ЛГ","СПб.","",1840,"","93",3,""
"Per_387","periodicals","","ЛГ","СПб.","",1840,"","95",1,""
"Per_388","periodicals","","ЛГ","СПб.","",1840,"","96",1,""
"Per_389","periodicals","","ЛГ","СПб.","",1840,"","97",1,""
"Per_390","periodicals","","ЛГ","СПб.","",1840,"","98",1,""
"Per_391","periodicals","","БдЧ","СПб.","",1837,"Т. 24","",2,""
"Per_392","periodicals","","ЛГ","СПб.","",1840,"","99",1,""
"Per_393","periodicals","","ЛГ","СПб.","",1840,"","100",1,""
"Per_394","periodicals","","ЛГ","СПб.","",1840,"","101",1,""
"Per_395","periodicals","","ЛГ","СПб.","",1840,"","102",1,""
"Per_396","periodicals","","БдЧ","СПб.","",1839,"Т. 34","6",10,""
"Per_397","periodicals","","БдЧ","СПб.","",1835,"Т. 35","",1,""
"Per_398","periodicals","","БдЧ","СПб.","",1835,"Т. 11","",1,""
"Per_399","periodicals","","БдЧ","СПб.","",1835,"Т. 13","",12,""
"Per_400","periodicals","","БдЧ","СПб.","",1839,"Т. 32","",7,""
"Per_401","periodicals","","БдЧ","СПб.","",1838,"Т. 31","",7,""
"Per_402","periodicals","","БдЧ","СПб.","",1838,"Т. 27","",9,""
"Per_403","periodicals","","ЛПРИ","СПб.","",1836,"Ч. 22","",2,""
"Per_404","periodicals","","СО","СПб.","",1837,"Ч. 185","12",5,""
"Per_405","periodicals","","СО","СПб.","",1837,"Ч. 188","21",3,""
"Per_406","periodicals","","СО","СПб.","",1837,"Ч. 183","1",3,""
"Per_407","periodicals","","БдЧ","СПб.","",1837,"Т. 25","",8,""
"Per_408","periodicals","","МН","М.","",1835,"Ч. 1","Март. Кн. 1",4,""
"Per_409","periodicals","","МН","М.","",1835,"Ч. 1","Март. Кн. 2",2,""
"Per_410","periodicals","","МН","М.","",1835,"Ч. 1","Апрель. Кн. 1",5,""
"Per_411","periodicals","","МН","М.","",1835,"Ч. 3","Июль. Кн. 2",2,""
"Per_412","periodicals","","МН","М.","",1835,"Ч. 3","Август. Кн. 1",5,""
"Per_413","periodicals","","МН","М.","",1835,"Ч. 3","Август. Кн. 2",5,""
"Per_414","periodicals","","МН","М.","",1835,"Ч. 4","Сентябрь. Кн. 1",2,""
"Per_415","periodicals","","МН","М.","",1835,"Ч. 4","Октябрь. Кн. 1",4,""
"Per_416","periodicals","","Маяк","СПб.","",1840,"Ч. 1. Гл. 2","",7,""
"Per_417","periodicals","","Маяк","СПб.","",1840,"Ч. 3. Гл. 2","",6,""
"Per_418","periodicals","","Маяк","СПб.","",1840,"Ч. 4. Гл. 2","",13,""
"Per_419","periodicals","","Маяк","СПб.","",1840,"Ч. 5. Гл. 2","",13,""
"Per_420","periodicals","","Маяк","СПб.","",1840,"Ч. 6. Гл. 2","",15,""
"Per_421","periodicals","","Маяк","СПб.","",1840,"Ч. 8. Гл. 2","",9,""
"Per_422","periodicals","","Маяк","СПб.","",1840,"Ч. 9. Гл. 2","",6,""
"Per_423","periodicals","","Маяк","СПб.","",1840,"Ч. 10. Гл. 2","",4,""
"Per_424","periodicals","","Маяк","СПб.","",1840,"Ч. 11. Гл. 2","",7,""
"Per_425","periodicals","","Маяк","СПб.","",1840,"Ч. 12. Гл. 2","",11,""
"Per_426","periodicals","","Сев_пч","СПб.","",1835,"","37",1,""
"Per_427","periodicals","","БдЧ","СПб.","",1838,"Т. 26","",9,""
"Per_428","periodicals","","БдЧ","СПб.","",1838,"Т. 28","",9,""
"Per_429","periodicals","","БдЧ","СПб.","",1838,"Т. 29","",16,""
"Per_430","periodicals","","БдЧ","СПб.","",1838,"Т. 30","",13,""
"Per_431","periodicals","","БдЧ","СПб.","",1839,"Т. 33","",10,""
"Per_432","periodicals","","БдЧ","СПб.","",1839,"Т. 34","",6,""
"Per_433","periodicals","","БдЧ","СПб.","",1839,"Т. 35","67",13,""
"Per_434","periodicals","","БдЧ","СПб.","",1839,"Т. 35","68",9,""
"Per_435","periodicals","","Сев_пч","СПб.","",1835,"","55",1,""
"Per_436","periodicals","","БдЧ","СПб.","",1839,"Т. 36","",1,""
"Per_437","periodicals","","БдЧ","СПб.","",1839,"Т. 37","",7,""
"Per_438","periodicals","","БдЧ","СПб.","",1840,"Т. 38","",15,""
"Per_439","periodicals","","БдЧ","СПб.","",1840,"Т. 39","",10,""
"Per_440","periodicals","","БдЧ","СПб.","",1840,"Т. 40","",9,""
"Per_441","periodicals","","БдЧ","СПб.","",1840,"Т. 41","",2,""
"Per_442","periodicals","","БдЧ","СПб.","",1840,"Т. 42","",9,""
"Per_443","periodicals","","БдЧ","СПб.","",1840,"Т. 43","",4,""
"Per_444","periodicals","","Телескоп","М.","",1835,"Ч. 25","1",1,""
"Per_445","periodicals","","Телескоп","М.","",1835,"Ч. 26","",8,""
"Per_446","periodicals","","Телескоп","М.","",1835,"Ч. 27","",4,""
"Per_447","periodicals","","Телескоп","М.","",1835,"Ч. 28","",2,""
"Per_448","periodicals","","Телескоп","М.","",1835,"Ч. 29","",5,""
"Per_449","periodicals","","БдЧ","СПб.","",1835,"Т.10. Отд. 1","",5,""
"Per_450","periodicals","","Телескоп","М.","",1836,"Ч. 31","2",1,""
"Per_451","periodicals","","Телескоп","М.","",1836,"Ч. 32","",1,""
"Per_452","periodicals","","Телескоп","М.","",1836,"Ч. 33","9",2,""
"Per_453","periodicals","","Телескоп","М.","",1836,"Ч. 33","10",1,""
"Per_454","periodicals","","Телескоп","М.","",1836,"Ч. 33","",2,""
"Per_455","periodicals","","СОиСА","СПб.","",1835,"Т. 48","13",2,""
"Per_456","periodicals","","СОиСА","СПб.","",1835,"Т. 48","16",4,""
"Per_457","periodicals","","СОиСА","СПб.","",1835,"Т. 48","18",7,""
"Per_458","periodicals","","Сев_пч","СПб.","",1835,"","61",1,""
"Per_459","periodicals","","СОиСА","СПб.","",1835,"Т. 50","32",5,""
"Per_460","periodicals","","СОиСА","СПб.","",1835,"Т. 50","34",2,""
"Per_461","periodicals","","СОиСА","СПб.","",1835,"Т. 51","39",5,""
"Per_462","periodicals","","СОиСА","СПб.","",1835,"Т. 51","41",2,""
"Per_463","periodicals","","СОиСА","СПб.","",1835,"Т. 52","48",1,""
"Per_464","periodicals","","СО","СПб.","",1836,"Ч. 175","1",1,""
"Per_465","periodicals","","СО","СПб.","",1836,"Ч. 175","4",1,""
"Per_466","periodicals","","СО","СПб.","",1836,"Ч. 176","8",2,""
"Per_467","periodicals","","СО","СПб.","",1836,"Ч. 177","17",2,""
"Per_468","periodicals","","СО","СПб.","",1836,"Ч. 179","32",4,""
"Per_469","periodicals","","СО","СПб.","",1836,"Ч. 179","33",2,""
"Per_470","periodicals","","БдЧ","СПб.","",1835,"Т.11. Отд.1","",1,""
"Per_471","periodicals","","СО","СПб.","",1836,"Ч. 179","34",1,""
"Per_472","periodicals","","СО","СПб.","",1836,"Ч. 182","48",1,""
"Per_473","periodicals","","СО","СПб.","",1837,"Ч. 183","2",3,""
"Per_474","periodicals","","СО","СПб.","",1837,"Ч. 183","4",3,""
"Per_475","periodicals","","БдЧ","СПб.","",1835,"Т.11. Отд. 1","",6,""
"Per_476","periodicals","","СО","СПб.","",1837,"Ч. 184","5",3,""
"Per_477","periodicals","","СО","СПб.","",1837,"Ч. 184","6",4,""
"Per_478","periodicals","","СО","СПб.","",1837,"Ч. 184","7",4,""
"Per_479","periodicals","","СО","СПб.","",1837,"Ч. 184","8",2,""
"Per_480","periodicals","","СО","СПб.","",1837,"Ч. 185","9",3,""
"Per_481","periodicals","","СО","СПб.","",1837,"Ч. 185","10",5,""
"Per_482","periodicals","","СО","СПб.","",1837,"Ч. 185","11",6,""
"Per_483","periodicals","","СО","СПб.","",1837,"Ч. 186","13",4,""
"Per_484","periodicals","","СО","СПб.","",1837,"Ч. 186","14",8,""
"Per_485","periodicals","","СО","СПб.","",1837,"Ч. 186","15",1,""
"Per_486","periodicals","","СО","СПб.","",1837,"Ч. 186","16",4,""
"Per_487","periodicals","","СО","СПб.","",1837,"Ч. 187","17",3,""
"Per_488","periodicals","","СО","СПб.","",1837,"Ч. 187","18",3,""
"Per_489","periodicals","","СО","СПб.","",1837,"Ч. 187","19",3,""
"Per_490","periodicals","","СО","СПб.","",1837,"Ч. 187","20",4,""
"Per_491","periodicals","","Сев_пч","СПб.","",1835,"","",2,""
"Per_492","periodicals","","СО","СПб.","",1837,"Ч. 188","22",3,""
"Per_493","periodicals","","СО","СПб.","",1837,"Ч. 188","23",2,""
"Per_494","periodicals","","СО","СПб.","",1837,"Ч. 188","24",2,""
"Per_495","periodicals","","СОиСА","СПб.","",1838,"Т. 1","",19,""
"Per_496","periodicals","","Сев_пч","СПб.","",1836,"","118",1,""
"Per_497","periodicals","","СОиСА","СПб.","",1838,"Т. 2","",19,""
"Per_498","periodicals","","Сев_пч","СПб.","",1837,"","127",1,""
"Per_499","periodicals","","Сев_пч","СПб.","",1837,"","178",1,""
"Per_500","periodicals","","МН","М.","",1835,"Ч. 2","Кн. 5",3,""
"Per_501","periodicals","","Сев_пч","СПб.","",1838,"","32",1,""
"Per_502","periodicals","","МН","М.","",1835,"Ч. 2","Кн. 6",6,""
"Per_503","periodicals","","МН","М.","",1835,"Ч. 5","Кн. 17",2,""
"Per_504","periodicals","","МН","М.","",1835,"Ч. 5","Кн. 18",4,""
"Per_505","periodicals","","Сев_пч","СПб.","",1838,"","64",1,""
"Per_506","periodicals","","МН","М.","",1835,"Ч. 5","Кн. 19",6,""
"Per_507","periodicals","","МН","М.","",1836,"Ч. 6","Кн. 1",7,""
"Per_508","periodicals","","Сев_пч","СПб.","",1838,"","94",1,""
"Per_509","periodicals","","МН","М.","",1836,"Ч. 6","Кн. 2",3,""
"Per_510","periodicals","","МН","М.","",1836,"Ч. 9","Кн. 13",1,""
"Per_511","periodicals","","БдЧ","СПб.","",1835,"Т.12","",10,""
"Per_512","periodicals","","МН","М.","",1836,"Ч. 9","Кн. 14",2,""
"Per_513","periodicals","","МН","М.","",1836,"Ч. 9","Кн. 15",4,""
"Per_514","periodicals","","МН","М.","",1836,"Ч. 9","Кн. 16",3,""
"Per_515","periodicals","","МН","М.","",1836,"Ч. 10","Кн. 18",1,""
"Per_516","periodicals","","МН","М.","",1836,"Ч. 10","Кн. 19",2,""
"Per_517","periodicals","","СОиСА","СПб.","",1838,"Т. 3","",9,""
"Per_518","periodicals","","СОиСА","СПб.","",1838,"Т. 4","",17,""
"Per_519","periodicals","","СОиСА","СПб.","",1838,"Т. 5","9",12,""
"Per_520","periodicals","","СОиСА","СПб.","",1838,"Т. 5","10",2,""
"Per_521","periodicals","","СОиСА","СПб.","",1838,"Т. 6","11",4,""
"Per_522","periodicals","","СОиСА","СПб.","",1838,"Т. 6","12",5,""
"Per_523","periodicals","","СОиСА","СПб.","",1839,"Т. 7","1",9,""
"Per_524","periodicals","","СОиСА","СПб.","",1839,"Т. 7","2",10,""
"Per_525","periodicals","","СО","СПб.","",1839,"Т. 9","",10,""
"Per_526","periodicals","","СО","СПб.","",1839,"Т. 10","",12,""
"Per_527","periodicals","","СО","СПб.","",1839,"Т. 11","",9,""
"Per_528","periodicals","","СО","СПб.","",1839,"Т. 12","",5,""
"Per_529","periodicals","","СО","СПб.","",1840,"Т. 1","Кн. 1",1,""
"Per_530","periodicals","","СО","СПб.","",1840,"Т. 1","Кн. 2",3,""
"Per_531","periodicals","","Сев_пч","СПб.","",1835,"","134",1,""
"Per_532","periodicals","","СО","СПб.","",1840,"Т. 1","Кн. 3",5,""
"Per_533","periodicals","","СО","СПб.","",1840,"Т. 1","Кн. 4",1,""
"Per_534","periodicals","","СО","СПб.","",1840,"Т. 2","Кн. 2",2,""
"Per_535","periodicals","","СО","СПб.","",1840,"Т. 2.","Кн. 2",2,""
"Per_536","periodicals","","СО","СПб.","",1840,"Т. 2","Кн. 3",10,""
"Per_537","periodicals","","СО","СПб.","",1840,"Т. 2.","Кн. 3",9,""
"Per_538","periodicals","","СО","СПб.","",1840,"Т. 2.","Кн. 4",1,""
"Per_539","periodicals","","СО","СПб.","",1840,"Т. 2","Кн. 4",1,""
"Per_540","periodicals","","СО","СПб.","",1840,"Т. 3","Кн. 1",2,""
"Per_541","periodicals","","СО","СПб.","",1840,"Т. 3","Кн. 3",2,""
"Per_542","periodicals","","СО","СПб.","",1840,"Т. 3","Кн. 4",2,""
"Per_543","periodicals","","СО","СПб.","",1840,"Т. 5","Кн. 1",2,""
"Per_544","periodicals","","СО","СПб.","",1840,"Т. 5","Кн. 2",2,""
"Per_545","periodicals","","ОЗ","СПб.","",1839,"Т. 1","№ 1. Отд. 3",8,""
"Per_546","periodicals","","ОЗ","СПб.","",1839,"Т. 2","№ 2. Отд. 3",5,""
"Per_547","periodicals","","ОЗ","СПб.","",1839,"Т. 2","№ 3. Отд. 3",6,""
"Per_548","periodicals","","ОЗ","СПб.","",1839,"Т. 3","№ 4. Отд. 3",2,""
"Per_549","periodicals","","ОЗ","СПб.","",1839,"Т. 3","№ 5. Отд. 3",15,""
"Per_550","periodicals","","МН","М.","",1836,"Ч. 7","Июнь. Кн. 1",1,""
"Per_551","periodicals","","МН","М.","",1836,"Ч. 7","Июнь. Кн. 2",3,""
"Per_552","periodicals","","МН","М.","",1836,"Ч. 8","Июль. Кн. 1",1,""
"Per_553","periodicals","","БдЧ","СПб.","",1836,"Т. 14","",10,""
"Per_554","periodicals","","ПРиВЕТ","СПб.","",1840,"Ч. 1","",14,""
"Per_555","periodicals","","ПРиВЕТ","СПб.","",1840,"Ч. 2","",23,""
"Per_556","periodicals","","ПРиВЕТ","СПб.","",1840,"Ч. 3","",16,""
"Per_557","periodicals","","ПРиВЕТ","СПб.","",1840,"Ч. 4","",14,""
"Per_558","periodicals","","ПРиВЕТ","СПб.","",1840,"Ч. 4","№ 10",1,""
"Per_559","periodicals","","Совр","СПб.","",1836,"Т. 1","",4,""
"Per_560","periodicals","","Совр","СПб.","",1836,"Т. 2","",1,""
"Per_561","periodicals","","Совр","СПб.","",1836,"Т. 3","",31,""
"Per_562","periodicals","","Совр","СПб.","",1836,"Т. 4","",14,""
"Per_563","periodicals","","БдЧ","СПб.","",1836,"Т. 15","",7,""
"Per_564","periodicals","","Совр","СПб.","",1837,"Т. 5","1",2,""
"Per_565","periodicals","","Совр","СПб.","",1837,"Т. 5","",17,""
"Per_566","periodicals","","Совр","СПб.","",1837,"Т. 6","2",2,""
"Per_567","periodicals","","Совр","СПб.","",1837,"Т. 6","",10,""
"Per_568","periodicals","","Совр","СПб.","",1837,"Т. 7","3",1,""
"Per_569","periodicals","","Совр","СПб.","",1837,"Т. 7","",18,""
"Per_570","periodicals","","Совр","СПб.","",1837,"Т. 8","4",2,""
"Per_571","periodicals","","Совр","СПб.","",1837,"Т. 8","",7,""
"Per_572","periodicals","","Совр","СПб.","",1838,"Т. 9","",15,""
