"","id","meter","feet","perc_meter","perc_feet"
"887","P_240","trochee","4",1,0.966666666666667
"888","P_241","iamb","4",1,0.851351351351351
"889","P_242","amphibrach","4",1,0.9375
"890","P_243","anapaest","4",0.727272727272727,0.727272727272727
"891","P_244","iamb","4",1,0.8125
"892","P_245","iamb","free",1,NA
"893","P_246","trochee","4",1,0.875
"894","P_247","iamb","5",1,0.944444444444444
"895","P_248","trochee","4",0.777777777777778,0.861111111111111
"896","P_249","trochee","4",0.866666666666667,0.933333333333333
"897","P_25","trochee","4",0.75,0.772727272727273
"898","P_250","iamb","free",1,NA
"899","P_251","iamb","4",1,0.75
"900","P_252","amphibrach","4",1,0.857142857142857
"901","P_253","iamb","4",1,0.84
"902","P_255","iamb","4",0.75,0.897058823529412
"903","P_256","iamb","free",1,NA
"904","P_257","iamb","free",1,NA
"905","P_258","trochee","4",0.818181818181818,0.772727272727273
"906","P_259","iamb","4",1,0.776119402985075
"907","P_26","trochee","4",1,0.91304347826087
"908","P_260","iamb","free",1,NA
"909","P_261","iamb","free",1,NA
"910","P_262","iamb","free",1,NA
"911","P_263","trochee","4",1,0.954545454545455
"912","P_264","iamb","6",1,0.928571428571429
"913","P_265","iamb","6",0.75,0.714285714285714
"914","P_266","trochee","4",1,0.827586206896552
"915","P_267","iamb","free",1,NA
"916","P_268","iamb","4",0.888888888888889,0.8125
"917","P_269","trochee","free",1,NA
"918","P_27","dolnik3","free",1,NA
"919","P_270","trochee","4",1,0.722222222222222
"920","P_271","trochee","4",1,0.9
"921","P_272","trochee","4",1,0.8125
"922","P_273","iamb","4",1,0.833333333333333
"923","P_275","trochee","free",0.666666666666667,NA
"924","P_276","iamb","4",1,0.742424242424242
"925","P_277","iamb","free",1,NA
"926","P_278","amphibrach","free",0.75,NA
"927","P_279","amphibrach","free",1,NA
"928","P_28","trochee","free",1,NA
"929","P_280","amphibrach","4",1,0.75
"930","P_281","trochee","3",1,0.791666666666667
"931","P_282","iamb","6",1,0.760869565217391
"932","P_283","iamb","4",1,0.840909090909091
"933","P_284","iamb","free",1,NA
"934","P_285","iamb","6",1,0.75
"935","P_286","trochee","3",0.666666666666667,0.833333333333333
"936","P_287","anapaest","2",1,0.75
"937","P_288","iamb","5",1,0.928571428571429
"938","P_289","iamb","5",1,0.857142857142857
"939","P_29","trochee","4",0.8,0.85
"940","P_290","iamb","4",1,0.875
"941","P_291","iamb","4",0.909090909090909,0.818181818181818
"942","P_292","trochee","4",1,0.75
"943","P_293","dolnik3","free",0.7,NA
"944","P_294","dactyl","free",1,NA
"945","P_295","trochee","free",1,NA
"946","P_296","trochee","4",1,0.895833333333333
"947","P_298","iamb","free",0.7,NA
"948","P_299","trochee","4",1,0.909090909090909
"949","P_30","dolnik3","free",1,NA
"950","P_300","iamb","6",1,0.884615384615385
"951","P_301","amphibrach","4",1,0.86046511627907
"952","P_302","trochee","4",1,0.852941176470588
"953","P_303","iamb","free",0.857142857142857,NA
"954","P_304","amphibrach","4",1,0.803571428571429
"955","P_305","iamb","4",1,0.764705882352941
"956","P_306","iamb","4",0.8,0.777777777777778
"957","P_307","iamb","4",1,0.794117647058823
"958","P_308","iamb","4",0.75,0.875
"959","P_309","iamb","4",0.9,0.797619047619048
"960","P_31","dolnik3","free",1,NA
"961","P_310","amphibrach","4",1,0.722222222222222
"962","P_311","amphibrach","4",1,0.732142857142857
"963","P_312","iamb","free",0.909090909090909,NA
"964","P_313","iamb","6",1,0.708333333333333
"965","P_314","trochee","4",0.714285714285714,0.75
"966","P_315","iamb","4",1,0.875
"967","P_316","iamb","6",1,0.821428571428571
"968","P_318","iamb","free",1,NA
"969","P_319","iamb","4",1,0.888888888888889
"970","P_32","trochee","4",0.625,0.75
"971","P_320","iamb","free",1,NA
"972","P_321","iamb","4",1,0.754716981132076
"973","P_322","iamb","6",0.9,0.875
"974","P_324","iamb","4",1,0.964285714285714
"975","P_325","iamb","4",1,0.85
"976","P_326","trochee","4",0.571428571428571,0.857142857142857
"977","P_327","trochee","free",0.666666666666667,NA
"978","P_328","amphibrach","4",0.833333333333333,0.75
"979","P_329","iamb","4",1,0.891891891891892
"980","P_33","iamb","free",1,NA
"981","P_330","iamb","4",1,0.818181818181818
"982","P_331","iamb","5",0.75,0.875
"983","P_332","amphibrach","4",1,1
"984","P_333","iamb","4",1,0.875
"985","P_334","trochee","4",1,0.851851851851852
"986","P_335","trochee","4",1,0.805555555555556
"987","P_34","iamb","4",1,0.733333333333333
"988","P_340","iamb","4",1,0.880434782608696
"989","P_341","iamb","4",0.857142857142857,0.839285714285714
"990","P_342","iamb","6",1,0.708333333333333
"991","P_343","iamb","6",1,0.821428571428571
"992","P_344","iamb","6",1,0.9
"993","P_345","dolnik3","free",1,NA
"994","P_346","iamb","free",1,NA
"995","P_347","iamb","6",1,0.84375
"996","P_348","iamb","4",1,0.90625
"997","P_35","trochee","4",0.666666666666667,0.916666666666667
"998","P_350","amphibrach","4",1,0.911111111111111
"999","P_351","amphibrach","free",0.875,NA
"1000","P_352","iamb","free",0.571428571428571,NA
"1001","P_354","iamb","4",1,0.861111111111111
"1002","P_355","iamb","5",0.923076923076923,0.769230769230769
"1003","P_356","trochee","4",1,0.84
"1004","P_357","iamb","4",1,0.857142857142857
"1005","P_358","iamb","free",1,NA
"1006","P_359","iamb","4",0.857142857142857,0.897727272727273
"1007","P_36","iamb","6",1,0.892857142857143
"1008","P_360","anapaest","free",1,NA
"1009","P_37","iamb","4",1,0.868131868131868
"1010","P_38","iamb","4",1,0.908045977011494
"1011","P_39","trochee","4",0.6,0.9
"1012","P_40","iamb","4",1,0.895833333333333
"1013","P_41","trochee","5",0.82,0.845
"1014","P_418","iamb","free",1,NA
"1015","P_419","iamb","free",1,NA
"1016","P_42","iamb","4",1,0.859375
"1017","P_420","iamb","free",1,NA
"1018","P_421","trochee","4",1,0.75
"1019","P_422","trochee","4",1,0.875
"1020","P_423","iamb","4",1,0.766666666666667
"1021","P_424","iamb","6",1,0.75
"1022","P_425","iamb","6",1,0.75
"1023","P_426","iamb","4",1,0.9
"1024","P_427","iamb","4",1,0.85
"1025","P_428","trochee","4",1,0.895833333333333
"1026","P_429","iamb","free",1,NA
"1027","P_43","amphibrach","free",0.866666666666667,NA
"1028","P_430","iamb","free",1,NA
"1029","P_431","iamb","4",0.941176470588235,0.888888888888889
"1030","P_433","iamb","4",1,0.775
"1031","P_434","iamb","4",1,0.9
"1032","P_435","iamb","6",1,0.75
"1033","P_437","iamb","free",1,NA
"1034","P_438","iamb","free",1,NA
"1035","P_439","iamb","free",1,NA
"1036","P_44","trochee","4",0.875,0.828125
"1037","P_440","amphibrach","4",1,0.838709677419355
"1038","P_441","anapaest","2",1,0.80952380952381
"1039","P_442","iamb","4",0.8,0.775
"1040","P_443","trochee","free",1,NA
"1041","P_444","iamb","free",1,NA
"1042","P_445","anapaest","free",0.6,NA
"1043","P_446","iamb","4",1,0.75
"1044","P_447","iamb","5",1,0.733333333333333
"1045","P_448","amphibrach","4",1,0.961538461538462
"1046","P_449","trochee","free",1,NA
"1047","P_45","iamb","4",1,0.785714285714286
"1048","P_450","amphibrach","3",1,0.875
"1049","P_451","trochee","5",1,0.861111111111111
"1050","P_452","iamb","free",1,NA
"1051","P_453","trochee","free",1,NA
"1052","P_454","iamb","4",0.625,0.75
"1053","P_455","trochee","4",1,0.918918918918919
"1054","P_456","iamb","6",1,0.8125
"1055","P_457","iamb","4",1,0.885416666666667
"1056","P_458","iamb","free",1,NA
"1057","P_459","trochee","4",0.857142857142857,0.892857142857143
"1058","P_460","trochee","4",1,0.810810810810811
"1059","P_461","trochee","free",1,NA
"1060","P_462","dolnik3","free",1,NA
"1061","P_463","trochee","free",1,NA
"1062","P_464","amphibrach","free",1,NA
"1063","P_465","iamb","4",1,0.823529411764706
"1064","P_466","iamb","4",1,1
"1065","P_467","amphibrach","free",1,NA
"1066","P_468","trochee","4",0.833333333333333,0.875
"1067","P_469","iamb","4",1,0.84375
"1068","P_47","iamb","4",1,0.791666666666667
"1069","P_470","iamb","free",1,NA
"1070","P_471","trochee","4",1,0.79746835443038
"1071","P_472","iamb","4",1,0.8
"1072","P_473","iamb","free",1,NA
"1073","P_474","iamb","4",1,0.833333333333333
"1074","P_475","amphibrach","free",1,NA
"1075","P_476","amphibrach","4.66666666666667",1,0.75
"1076","P_477","trochee","free",1,NA
"1077","P_478","amphibrach","free",1,NA
"1078","P_479","trochee","free",1,NA
"1079","P_48","iamb","4",1,0.875
"1080","P_480","dolnik3","5.33333333333333",1,1
"1081","P_481","amphibrach","free",1,NA
"1082","P_482","trochee","4",1,0.818181818181818
"1083","P_483","anapaest","free",1,NA
"1084","P_484","trochee","4",1,0.846774193548387
"1085","P_485","iamb","free",1,NA
"1086","P_486","iamb","4",1,0.846153846153846
"1087","P_487","iamb","4",1,0.755102040816326
"1088","P_488","trochee","4",0.928571428571429,0.842857142857143
"1089","P_489","iamb","4",1,0.754716981132076
"1090","P_49","iamb","6",1,1
"1091","P_490","amphibrach","free",1,NA
"1092","P_491","iamb","free",1,NA
"1093","P_492","iamb","4",1,0.9375
"1094","P_494","iamb","4",1,0.9
"1095","P_495","trochee","free",1,NA
"1096","P_496","iamb","free",0.75,NA
"1097","P_497","iamb","4",1,0.884615384615385
"1098","P_498","iamb","5",1,0.928571428571429
"1099","P_499","trochee","4",1,0.916666666666667
"1100","P_500","trochee","4",0.666666666666667,0.916666666666667
"1101","P_502","iamb","4",1,0.8125
"1102","P_503","iamb","4",1,0.846153846153846
"1103","P_504","amphibrach","4",1,0.821428571428571
"1104","P_505","iamb","free",1,NA
"1105","P_506","iamb","4",1,0.907894736842105
"1106","P_509","trochee","4",1,0.833333333333333
"1107","P_519","iamb","free",1,NA
"1108","P_539","iamb","4",1,0.857142857142857
"1109","P_541","iamb","free",1,NA
"1110","P_550","iamb","4",1,0.75
"1111","P_568","iamb","free",0.75,NA
"1112","P_57","iamb","4",1,0.916666666666667
"1113","P_572","iamb","4",1,0.903225806451613
"1114","P_58","trochee","4",1,0.829268292682927
"1115","P_582","dolnik3","free",1,NA
"1116","P_583","dolnik3","free",0.666666666666667,NA
"1117","P_59","iamb","free",1,NA
"1118","P_60","iamb","free",1,NA
"1119","P_600","amphibrach","free",1,NA
"1120","P_61","trochee","4",0.8125,0.8125
"1121","P_612","iamb","free",1,NA
"1122","P_62","iamb","6",1,1
"1123","P_63","iamb","4",1,0.775
"1124","P_64","iamb","free",1,NA
"1125","P_647","iamb","5",1,0.833333333333333
"1126","P_65","iamb","free",1,NA
"1127","P_653","iamb","free",1,NA
"1128","P_654","iamb","6",1,0.781818181818182
"1129","P_655","iamb","free",1,NA
"1130","P_66","iamb","free",1,NA
"1131","P_67","anapaest","free",1,NA
"1132","P_68","amphibrach","4",0.714285714285714,0.892857142857143
"1133","P_683","iamb","4",1,0.850746268656716
"1134","P_69","iamb","4",1,0.84375
"1135","P_706","iamb","4",1,0.941176470588235
"1136","P_71","amphibrach","free",0.80952380952381,NA
"1137","P_72","iamb","free",1,NA
"1138","P_73","iamb","free",1,NA
"1139","P_733","iamb","free",1,NA
"1140","P_74","trochee","4",1,0.865384615384615
"1141","P_742","trochee","6",1,0.923076923076923
"1142","P_743","trochee","4",1,0.857142857142857
"1143","P_744","iamb","free",1,NA
"1144","P_745","iamb","free",1,NA
"1145","P_746","iamb","4",1,0.795918367346939
"1146","P_747","trochee","4",1,0.75
"1147","P_748","iamb","free",1,NA
"1148","P_749","iamb","4",1,0.846153846153846
"1149","P_75","amphibrach","4",0.666666666666667,0.708333333333333
"1150","P_750","iamb","free",1,NA
"1151","P_751","iamb","4",1,0.818181818181818
"1152","P_752","amphibrach","free",0.75,NA
"1153","P_753","iamb","6",1,0.785714285714286
"1154","P_754","iamb","free",1,NA
"1155","P_755","iamb","free",1,NA
"1156","P_756","amphibrach","4",1,0.75
"1157","P_757","amphibrach","free",0.875,NA
"1158","P_758","trochee","free",1,NA
"1159","P_759","iamb","free",1,NA
"1160","P_76","amphibrach","4",1,0.866666666666667
"1161","P_760","anapaest","2",1,0.883720930232558
"1162","P_761","iamb","free",1,NA
"1163","P_762","iamb","free",1,NA
"1164","P_763","iamb","4",1,0.886363636363636
"1165","P_764","iamb","3",1,0.888888888888889
"1166","P_765","dolnik3","free",1,NA
"1167","P_767","iamb","free",1,NA
"1168","P_768","iamb","free",1,NA
"1169","P_769","iamb","free",1,NA
"1170","P_77","iamb","4",1,0.970588235294118
"1171","P_770","amphibrach","4",0.875,0.71875
"1172","P_771","iamb","5",1,0.916666666666667
"1173","P_772","trochee","4",0.714285714285714,0.857142857142857
"1174","P_773","iamb","5",0.666666666666667,0.857142857142857
"1175","P_776","iamb","free",1,NA
"1176","P_78","iamb","free",1,NA
"1177","P_788","iamb","4",0.833333333333333,0.833333333333333
"1178","P_79","trochee","4",1,0.90625
"1179","P_8","iamb","4",1,0.78
"1180","P_80","trochee","free",1,NA
"1181","P_804","iamb","6",1,0.957446808510638
"1182","P_81","iamb","4",1,0.790909090909091
"1183","P_819","iamb","4",0.666666666666667,0.833333333333333
"1184","P_82","iamb","free",0.88235294117647,NA
"1185","P_826","iamb","5",1,0.846153846153846
"1186","P_83","dolnik3","free",0.875,NA
"1187","P_84","iamb","4",1,0.895833333333333
"1188","P_840","iamb","free",1,NA
"1189","P_85","dolnik3","free",0.8,NA
"1190","P_853","iamb","4",1,0.829787234042553
"1191","P_86","iamb","free",1,NA
"1192","P_862","iamb","5",1,0.846153846153846
"1193","P_87","iamb","free",0.615384615384615,NA
"1194","P_871","trochee","4",1,0.833333333333333
"1195","P_872","amphibrach","3",0.75,0.9375
"1196","P_873","iamb","6",1,0.714285714285714
"1197","P_874","iamb","5",1,0.833333333333333
"1198","P_876","trochee","4",0.833333333333333,0.916666666666667
"1199","P_877","iamb","4",1,0.875
"1200","P_878","iamb","free",1,NA
"1201","P_879","iamb","4",1,0.9375
"1202","P_88","trochee","4",1,0.927272727272727
"1203","P_880","iamb","free",1,NA
"1204","P_881","iamb","4",1,0.75
"1205","P_882","iamb","4",1,0.875
"1206","P_883","iamb","4",1,0.875
"1207","P_884","iamb","free",1,NA
"1208","P_885","iamb","free",1,NA
"1209","P_886","iamb","4",1,0.833333333333333
"1210","P_887","iamb","4",1,0.777777777777778
"1211","P_888","trochee","4",1,0.875
"1212","P_889","iamb","free",1,NA
"1213","P_891","amphibrach","free",1,NA
"1214","P_892","iamb","4",1,0.833333333333333
"1215","P_893","trochee","4",1,0.838709677419355
"1216","P_894","iamb","5",1,0.770833333333333
"1217","P_895","iamb","free",0.75,NA
"1218","P_896","iamb","free",1,NA
"1219","P_897","trochee","4",1,0.75
"1220","P_898","iamb","free",1,NA
"1221","P_899","amphibrach","4",1,1
"1222","P_9","iamb","free",1,NA
"1223","P_900","iamb","free",1,NA
"1224","P_901","iamb","4",1,0.814159292035398
"1225","P_902","iamb","6",1,0.85
"1226","P_903","iamb","4",1,0.75
"1227","P_904","trochee","4",1,1
"1228","P_905","iamb","6",1,0.8
"1229","P_906","iamb","5",1,0.923076923076923
"1230","P_907","trochee","4",0.666666666666667,0.875
"1231","P_909","trochee","free",1,NA
"1232","P_91","amphibrach","4",1,0.958333333333333
"1233","P_910","iamb","4",1,0.875
"1234","P_911","iamb","4",1,1
"1235","P_912","iamb","4",1,0.833333333333333
"1236","P_913","iamb","4",1,0.8
"1237","P_915","iamb","4",1,0.755555555555556
"1238","P_917","trochee","4",0.666666666666667,0.875
"1239","P_918","amphibrach","free",1,NA
"1240","P_919","trochee","4",1,0.8125
"1241","P_92","iamb","free",0.75,NA
"1242","P_920","iamb","4",1,0.777777777777778
"1243","P_921","iamb","5",1,0.865384615384615
"1244","P_922","amphibrach","free",0.818181818181818,NA
"1245","P_923","iamb","4",1,0.825
"1246","P_924","iamb","4",1,0.764705882352941
"1247","P_925","amphibrach","free",0.8,NA
"1248","P_926","iamb","4",1,0.8
"1249","P_927","iamb","free",1,NA
"1250","P_928","iamb","free",1,NA
"1251","P_929","iamb","5",1,0.852941176470588
"1252","P_93","trochee","4",1,0.849462365591398
"1253","P_930","iamb","4",1,0.875
"1254","P_931","iamb","free",0.681818181818182,NA
"1255","P_932","iamb","free",1,NA
"1256","P_933","iamb","4",1,0.804878048780488
"1257","P_934","iamb","4",0.666666666666667,0.75
"1258","P_935","iamb","4",1,1
"1259","P_936","iamb","free",1,NA
"1260","P_937","iamb","5",0.875,0.774193548387097
"1261","P_938","iamb","6",1,0.8125
"1262","P_939","iamb","5",1,0.706896551724138
"1263","P_94","amphibrach","4",1,0.833333333333333
"1264","P_940","amphibrach","3",1,0.916666666666667
"1265","P_941","anapaest","free",0.875,NA
"1266","P_942","iamb","4",1,0.81578947368421
"1267","P_943","iamb","6",1,0.75
"1268","P_944","iamb","4",1,0.82051282051282
"1269","P_945","iamb","free",1,NA
"1270","P_946","iamb","free",1,NA
"1271","P_947","iamb","4",1,0.875
"1272","P_948","trochee","4",0.625,0.84375
"1273","P_949","iamb","free",1,NA
"1274","P_95","iamb","4",1,0.84375
"1275","P_950","iamb","free",1,NA
"1276","P_951","iamb","free",1,NA
"1277","P_953","iamb","4",1,0.840909090909091
"1278","P_954","iamb","4",1,0.9375
"1279","P_955","iamb","4",1,0.775
"1280","P_956","iamb","free",1,NA
"1281","P_957","iamb","free",1,NA
"1282","P_958","iamb","5",1,0.844155844155844
"1283","P_959","trochee","4",0.833333333333333,0.833333333333333
"1284","P_96","iamb","5",0.666666666666667,0.855555555555556
"1285","P_960","iamb","4",1,0.9375
"1286","P_961","trochee","4",0.666666666666667,0.791666666666667
"1287","P_962","amphibrach","4",1,0.761904761904762
"1288","P_963","iamb","free",1,NA
"1289","P_965","iamb","5",1,0.928571428571429
"1290","P_966","trochee","4",0.818181818181818,0.954545454545455
"1291","P_967","iamb","free",1,NA
"1292","P_968","trochee","4",1,0.833333333333333
"1293","P_969","iamb","6",1,0.866666666666667
"1294","P_97","iamb","free",1,NA
"1295","P_970","iamb","5",1,0.926829268292683
"1296","P_971","iamb","free",1,NA
"1297","P_972","iamb","4",1,0.841463414634146
"1298","P_973","amphibrach","free",1,NA
"1299","P_974","iamb","4",1,0.833333333333333
"1300","P_975","iamb","6",1,1
"1301","P_976","trochee","4",0.9,0.825
"1302","P_977","iamb","4",1,0.875
"1303","P_978","iamb","4",0.75,1
"1304","P_979","iamb","free",1,NA
"1305","P_980","iamb","free",1,NA
"1306","P_981","iamb","4",1,0.8125
"1307","P_982","iamb","6",1,0.766666666666667
"1308","P_983","iamb","4",1,0.84375
"1309","P_984","trochee","4",1,0.892156862745098
"1310","P_985","iamb","free",1,NA
"1311","P_986","iamb","free",1,NA
"1312","P_987","iamb","5",1,0.777777777777778
"1313","P_988","iamb","free",1,NA
"1314","P_989","iamb","4",1,0.898305084745763
"1315","P_990","iamb","free",1,NA
"1316","P_991","dolnik3","free",0.6875,NA
"1317","P_992","iamb","free",0.857142857142857,NA
"1318","P_993","iamb","6",1,0.75
"1319","P_994","iamb","4",1,0.923076923076923
"1320","P_995","trochee","4",1,0.857142857142857
"1321","P_996","trochee","4",1,0.846153846153846
"1322","P_997","trochee","4",0.846153846153846,0.824786324786325
"1323","P_998","iamb","free",1,NA
"1324","P_999","iamb","6",0.857142857142857,0.821428571428571
