"","id","COL_ID","poetry_prose","book_type","genre","special_tag","author_sign","author","author_full_name","title","city","publisher","year","pages","size_fold","size_cm","digital_copy","digital_copy_URL","group","group_abbr","group_eng","A_ID","path","true_year","descr"
"46",192,"COL_64","v","col","lyr","","Вердеревский А.","Вердеревский А.","Вердеревский Александр","Стихотворения Александра Вердеревского","М.","Степанова",1838,65,8,23,"","drive/photos/20","Сборники стихотворений","col_lyr","Lyric collections","A_63","../../data/collections//192_1838.txt","1838","СтихотворенияАлександра Вердеревского. М.: тип. Николая Степанова, 1838 "
"47",169,"COL_59","pr","alm","","","Владиславлев В.А.","Владиславлев В.А.","Владиславлев Владимир Андреевич","Альманах на 1838 год составленный из литературных трудов и проч. Владиславлева","СПб.","Воен. тип.",1838,352,12,18,"РГБ","https://dlib.rsl.ru/01003570420","Альманахи","alm","Almanacks","A_65","../../data/collections//169_1838.txt","1838","Альманах на 1838 год, составленный из литературных трудов Бернета, В.А. Владиславлева, П.А. Вяземского (князя), Ф.Н. Глинки, Е.П. Гребенки, Э.И. Губера, В.И. Даля, М.Д. Деларю, И.И. Дмитриева, П.П. Ершова, П.П. Каменского, И.И. Козлова, Н.В. Кукольника, В.Ф. Одоевского (князя), И.И. Панаева, И.Я. Пожарского, А.С. Пушкина, Е.Ф. Розена (барона), Е.П. Р.-ой (г...ни), В.И. Соколовского, Н.А. Степанова, А.Н. Струговщикова, Д.Ю. Струйского, Л.А. Якубовича. СПб.: Воен. тип., 1838 "
"48",194,"COL_66","pr","alm","","","Владиславлев","Владиславлев В.А.","Владиславлев Владимир Андреевич","Утренняя заря Альманах Владиславлева на 1839 год. 1-й год","СПб.","Фишера",1838,384,8,20,"ЧБ","https://books.google.cz/books?vid=NKP:3186143606&printsec=frontcover#v=onepage&q&f=false","Альманахи","alm","Almanacks","A_65","../../data/collections//194_1838.txt","1838","Утренняя заря. Альманах на 1839 год, изданный В. Владиславлевым "
"49",195,"COL_67","v","col","lyr","","Демидов М.","Демидов М.А.","Демидов Михаил Александрович","Разные разности. Стихотворения М. Демидова","М.","Семена",1838,119,NA,21,"","drive/photos/20","Сборники стихотворений","col_lyr","Lyric collections","A_66","../../data/collections//195_1838.txt","1838","Разные разности. СтихотворенияМ. Демидова. М.: А. Семена при Имп. Мед.-Хирург. акад, 1838 "
"50",197,"COL_68","v","sep","lyr","","Доброхотов Ф.","Доброхотов Ф.","Доброхотов Феофил","Взгляд на поэзию Феофила Доброхотова","М.","Семена",1838,24,8,24,"","drive/photos/20","Отд. стихотворения","sep_lyr","Lyric booklets","A_67","../../data/collections//197_1838.txt","1838","Взгляд на поэзию "
"51",200,"COL_72","v","col","lyr","","Краснов С.","Краснов С.","Краснов Стахий","Стихи. Поэт и Мулла. Соч. Стахия Краснова [от поручика Краснова. 18 стр]","М.","Кирилова",1838,21,NA,17,"ЧБ","https://books.google.com/books?id=NLD9sV5PsKIC&printsec=frontcover&source=gbs_ViewAPI","Сборники стихотворений","col_lyr","Lyric collections","A_71","../../data/collections//200_1838.txt","1838","Стихи, поэт и мулла, сочинение Стахия Краснова. М.: В. Кирилова, 1839 "
"52",202,"COL_74","v","col","lyr","","Максимов М.И.","Максимов М.И.","Максимов Михаил Иванович","Патриотические песни: С прил. нот для пения и фортепиано / Соч. Михаила Максимова / Изд. 3-е","СПб.","Глазунова",1838,36,NA,23,"РГБ","https://dlib.rsl.ru/01003559764","Сборники стихотворений","col_lyr","Lyric collections","A_73","../../data/collections//202_1838.txt","1838","Патриотические песни. Сочинение Михаила Максимова. Изд. 3, испр. и умнож., с прилож. нот для пения и форт. М.: А. Семена, 1838 "
"53",211,"COL_82","v","col","lyr","","В. М.","Макшеева В.Д.  / Молчанова В. ","Макшеева Варвара Дмитриевна / Молчанова В.","Стихотворения, сочиненные девицей B.М.","СПб.","Глазунова",1838,11,12,NA,"","drive","Сборники стихотворений","col_lyr","Lyric collections","A_202","../../data/collections//211_1838.txt","1838","Стихотворения, сочиненные Девицею В.М.... СПб.: И. Глазунова и Ко, 1838 "
"54",203,"COL_75","v","col","lyr","","Марков М.","Марков М.А.","Марков Михаил Александрович","Мечты и были: В 3 ч. Ч. 1. Стихотворения","СПб.","Праца",1838,207,NA,17,"ЧБ","https://books.google.com/books?id=cSldXfvSM2IC&printsec=frontcover&source=gbs_ViewAPI","Сборники стихотворений","col_lyr","Lyric collections","A_74","../../data/collections//203_1838.txt","1838","Мечты и были М. Маркова. Ч. I. СПб.: Эдуарда Праца и Ко, 1838 "
"55",234,"COL_162","v","col","lyr","","Раевич И.А.","Раевич  И.А.","Раевич Иван Александрович","Плоды вечерних безделок, сочинение Ивана Раевича","М.","Евреинова",1838,77,NA,23,"ЧБ","https://books.google.com/books?id=rxbXPvLwf6cC&printsec=frontcover&source=gbs_ViewAPI","Сборники стихотворений","col_lyr","Lyric collections","A_81","../../data/collections//234_1838.txt","1838","Плоды вечерних безделок. Сочинение Ивана Раевича. М.: А. Евреинова, 1838 "
"56",208,"COL_79","v","col","lyr","","Сушков Д.П.","Сушков Д.П.","Сушков Дмитрий Петрович","Стихотворения Д. Сушкова: Первая книжка","СПб.","Штаба отд. корп. внутр. стражи",1838,92,8,23,"ЧБ","https://books.google.com/books?id=twfiA4EnQj0C&printsec=frontcover&source=gbs_ViewAPI","Сборники стихотворений","col_lyr","Lyric collections","A_77","../../data/collections//208_1838.txt","1838","Стихотворения Дмитрия Сушкова. Первая книжка. СПб.: Шт. отд. корпуса вн. стражи, 1838 "
"57",249,"COL_204","v","alm","","","","","","Сборник на 1838 год, составленный из литературных трудов: А.К. Бера, В.А. Владиславлева, Князя П.А. Вяземского, А.Н. Глинкиной, Ф.Н. Глинки, Е.П. Гребенки, Э.И. Губера, П.И. Каменского, И.И. Козлова, А.В. Козлова, Ф.А. Кони, А.Ф. Кораблинского, Н.В. Кукольника, М.М. Михайлова, Князя В.Ф. Одоевского <и мн. других>","СПб.","Воейкова и Ко",1838,321,8,21,"нб_спбгу","http://old.library.spbu.ru/dcol/jsp/RcWebImageViewer.jsp?doc_id=ad3db2a1-c807-461d-a5a8-c6905de40f77/libspbgu/00000001/00000854&pg_seq=1&search_doc=","Альманахи","alm","Almanacks",NA,"../../data/collections//249_1838.txt","1838","Сборник на 1838 год, составленный из литературных трудов: А.К. Бернета, В.А. Владиславлева, князя П.А. Вяземского, А. П. Глинкиной... СПб.: А.Воейкова и комп., 1838"
"58",298,"COL_201","pr","alm","","","Бобылев Н.И.","Бобылев Н.И.","Бобылев Николай Иванович","Невский альбом. Литературный сборник, издаваемый Николаем Бобылевым","СПб.","Штаба отд. корп. внутр. стражи",1839,366,16,14,"ЧБ","https://books.google.com/books?id=wDV_4kS887UC&printsec=frontcover&source=gbs_ViewAPI","Альманахи","alm","Almanacks","A_62","../../data/collections//298_1839.txt","1839","Невский альбом. Литературный сборник, издаваемый Николаем Бобылевым. СПб.: тип. Штаба отд. копуса внутр. стражи, 1839 "
"59",257,"COL_91","v","col","lyr","","Богданов Н.","Богданов Н.","Богданов Николай","Стихотворения Николая Богданова","М.","Семена",1839,50,8,19,"","drive/natasha","Сборники стихотворений","col_lyr","Lyric collections","A_91","../../data/collections//257_1839.txt","1839","Стихотворения Николая Богданова "
"60",266,"COL_100","v","sep","lyr","ortho","Мысовский-Светогорский С.","Мысовский-Светогорский С.Д.","Мысовский-Светогорский Сергей Дмитриевич","Мысль о бессмертии: [Стихотворение]","СПб.","Глазунова",1839,15,8,22,"","drive/natasha","Отд. стихотворения","sep_lyr","Lyric booklets","A_55","../../data/collections//266_1839.txt","1839","Мысль о бессмертии. Сочинение балашевского мещанина Сергея Мысовского-Светогорского. СПб.: И. Глазунова и Ко, 1839 "
"61",277,"COL_114","v","col","lyr","","Мягков Н.Н.","Мягков Н.Н.","Мягков Николай Иванович","Опыты в стихах Н. Мягкова","СПб.","Акад. наук",1839,54,12,18,"нб_спбгу","http://old.library.spbu.ru/dcol/jsp/RcWebImageViewer.jsp?doc_id=ad3db2a1-c807-461d-a5a8-c6905de40f77/libspbgu/00000001/00000926&pg_seq=1&search_doc=","Сборники стихотворений","col_lyr","Lyric collections","A_102","../../data/collections//277_1839.txt","1839","Опыты в стихах Николая Мягкова. СПБ.: тип. Имп. акад. наук, 1839. Прим. после титула и посвящения ""Милой маменьке"" : ""Автор родился 7 ноября 1828 года"" "
"62",276,NA,"v","sep","lyr","","Поднебесный","Поднебесный М.М.","Поднебесный Михаил Михайлович","Стихотворение: Мысли при гробе Графа М.М. Сперанского","СПб.","Гутенбергова тип.",1839,3,NA,NA,"нб_спбгу","http://old.library.spbu.ru/dcol/jsp/RcWebImageViewer.jsp?doc_id=ad3db2a1-c807-461d-a5a8-c6905de40f77/libspbgu/00000001/00000885&pg_seq=1&search_doc=","Отд. стихотворения","sep_lyr","Lyric booklets","A_87","../../data/collections//276_1839.txt","1839","Мысли при гробе графа М.М. Сперанского (12 февраля 1839 г.). В Гуттенберговой тип., 1839 "
"63",287,"COL_178","v","sep","lyr","","Харинский Х.","Харинский Х.","Харинский Хрисанф","Гимн на восшествие Государя Императора Николая 1-го на Всероссийский престол. Написана Хрисанфом Харинским","СПб.","Фишера",1839,16,8,20,"РГБ","https://dlib.rsl.ru/01003559988","Отд. стихотворения","sep_lyr","Lyric booklets","A_105","../../data/collections//287_1839.txt","1839","Гимн на восшествие государя императора Николая первого на Всероссийский престол. Написан Хрисанфом Харинским. СПб.: Е. Фишера, 1839 "
"64",291,"COL_181","v","sep","lyr","","Шаховской А.А.","Шаховской А.А.","Шаховской Александр Александрович","В день заложения Храма Спасителя в Москве, 1839 года, 10 сентября. Соч. Шаховского","М.","Смирнова",1839,4,4,NA,"РНБ","https://vivaldi.nlr.ru/bx000012436/view/#page=","Отд. стихотворения","sep_lyr","Lyric booklets","A_106","../../data/collections//291_1839.txt","1839","В день заложения Храма спасителя в Москве, 1839 года 10 сентября "
"65",285,"COL_119","v","col","lyr","","","","","Бородинские акростихи","М.","Семена",1839,24,12,18,"","drive/natasha","Сборники стихотворений","col_lyr","Lyric collections",NA,"../../data/collections//285_1839.txt","1839","Бородинские акроситихи. М.: А. Семена, 1839 "
"66",289,NA,"v","sep","lyr","","","","","Вице-адмиралу Крузенштерну в день его юбилея 21 генваря 1839 : [Стихи]","СПб.","Акад. наук",1839,2,8,NA,"нб_спбгу","http://old.library.spbu.ru/dcol/jsp/RcWebImageViewer.jsp?doc_id=ad3db2a1-c807-461d-a5a8-c6905de40f77/libspbgu/00000001/00000686&pg_seq=1&search_doc=","Отд. стихотворения","sep_lyr","Lyric booklets",NA,"../../data/collections//289_1839.txt","1839","Вице-адмиралу Крузенштерну в день его юбилея 21 января 1839. [СПб.:] тип. Имп. рос. акад, 1839 "
"67",274,"COL_108","v","sep","lyr","","","","","Гробница на востоке: Полуоткрытая тайна: [Стихотворение]","М.","Смирнова",1839,24,NA,18,"ЧБ","https://books.google.com/books?id=Dexjrf4JcoIC&printsec=frontcover&source=gbs_ViewAPI","Отд. стихотворения","sep_lyr","Lyric booklets",NA,"../../data/collections//274_1839.txt","1839","Гробница на востоке, полуоткрытая тайна. М.: тип И. Смирнова при Имп. Моск. театрах, 1839 "
"68",288,"COL_179","v","sep","lyr","","","","","Куплеты, петые в день юбилея пятидесятилетней службы Ивана Федоровича Крузенштерна, 21-го января 1839 года : (На голос Витгенштейнова марша: Защитника Петрова града)","СПб.","Греча",1839,3,8,NA,"нб_спбгу","http://old.library.spbu.ru/dcol/jsp/RcWebImageViewer.jsp?doc_id=ad3db2a1-c807-461d-a5a8-c6905de40f77/libspbgu/00000001/00000687&pg_seq=1&search_doc=","Отд. стихотворения","sep_lyr","Lyric booklets",NA,"../../data/collections//288_1839.txt","1839","Куплеты, петые в день юбилея пятидесятилетней служюы Ивана Федоровича Крузенштерна, 21-го января 1839 года. В тип. Н. Греча, 1839 "
"69",270,"COL_105","pr","alm","","","Кукольник Н. (изд.)","Кукольник Н. (изд.)","","Новогодник, собрание сочинений в прозе и стихах, современных русских писателей изданный Н. Кукольником","СПб.","Изд. Энц. Лексик. А. Плюшара",1839,422,8,22,"РГБ","https://dlib.rsl.ru/01003570598","Альманахи","alm","Almanacks","A_162","../../data/collections//270_1839.txt","1839","Новогодник, собрание сочинений в прозе и стихах, современных русских писателей, изданный Н. Кукольником. СПб.: тип. А. Плюшара, 1839 "
"70",300,"COL_210","pr","alm","","","","","","Одесский Альманах, на 1839 год","Одесса","В город. т.",1839,618,16,16,"","","Альманахи","alm","Almanacks",NA,"../../data/collections//300_1839.txt","1839","Одесский альманах на 1839 год "
"71",301,"COL_211","pr","alm","","","","","","Одесский Альманах, на 1840 год","Одесса","В город. т.",1839,708,16,16,"","","Альманахи","alm","Almanacks",NA,"../../data/collections//301_1840.txt","1840","Одесский алеманах на 1840 год. Одесса: Гор. тип., 1839 "
"72",299,"COL_202","pr","alm","","","","","","Опыты в Русской Словесности воспитанников Гимназии Белорусского Учебного Округа. Напечатанные по приказанию Г. Министра Народного Просвещения","Вильно","Гликсберга",1839,530,8,21,"РГБ","https://dlib.rsl.ru/01003559963","Альманахи","alm","Almanacks",NA,"../../data/collections//299_1839.txt","1839","Опыты в русской словесности воспитанников гимназий Белорусского учебного округа. Напечатанные по приказанию г. Министра народного просвещения. Вильна: в тип. Феофила Гликсберга типографа Белорусского учебного округа, 1839 "
"73",327,"COL_190","v","col","lyr; nar","","Алексеев П.Ф.","Алексеев П.Ф.","Алексеев Петр Федорович","Лирические стихотворения и сказки","Дерпт","Лаакманна",1840,180,12,17,"UT","https://dspace.ut.ee/handle/10062/1868","Сборники стихотворений","col_lyr","Lyric collections","A_121","../../data/collections//327_1840.txt","1840","Лирические стихотворения и сказки П.Ф. Алексеева. Дерпт: тип. Г. Лакманна, 1840 "
"74",325,"COL_188","pr","alm","","","Бобылев Н.И.","Бобылев Н.И.","Бобылев Николай Иванович","Невский альбом, издаваемый Николаем Бобылевым. Год второй. Т. 1.","СПб.","Воен. тип.",1840,334,16,14,"ЧБ","https://books.google.cz/books?vid=NKP:3186143597-001&printsec=frontcover#v=onepage&q&f=false","Альманахи","alm","Almanacks","A_62","../../data/collections//325_1840.txt","1840","Невский альбом, издаваемый Н. Бобылевым. Год второй. СПб.: Воен. тип., 1840 "
"75",306,"COL_127","v","sep","lyr","","Данков И.И.","Данков И.И.","Данков Иван Иванович","Могила боярина Артамона Сергеевича Матвеева: [Стихотворение]","М.","Степанова",1840,24,NA,20,"ЧБ","https://books.google.com/books?id=SHlpAAAAcAAJ&printsec=frontcover&source=gbs_ViewAPI","Отд. стихотворения","sep_lyr","Lyric booklets","A_111","../../data/collections//306_1840.txt","1840","Могила Боярина Артамона Сергеевича Матвеева. Сочинение Ив. Данкова. М.: тип. Николая Степанова, 1840 "
"76",312,"COL_128","v","col","lyr","","Демидов М.А.","Демидов М.А.","Демидов Михаил Александрович","Дельные безделки: Стихотворения М. Демидова","М.","Семена",1840,121,12,20,"ЧБ","https://books.google.com/books?id=uoLyAXdvQskC&printsec=frontcover&source=gbs_ViewAPI","Сборники стихотворений","col_lyr","Lyric collections","A_66","../../data/collections//312_1840.txt","1840","Дельные безделки. Стихотворения М. Демидова, в 2-х отд. М.: А. Семена при Имп. медико-хирург. акад., 1840 "
"77",352,"COL_233","pr","alm","","","Максимович М.","Максимович М.","Максимович Михаил Александрович","Киевлянин на 1840 год. Книга I. Изд. Михаил Максимович","Киев","Ун. тип",1840,256,8,21,"ЧБ","https://books.google.com/books?id=DzY_BXXMInEC&printsec=frontcover&source=gbs_ViewAPI","Альманахи","alm","Almanacks","A_104","../../data/collections//352_1840.txt","1840","Киевлянин. Книга первая, на 1840 год. Изд. Михаил Максимович. Киев: Ун. тип., 1840 "
"78",335,"COL_198","v","sep","lyr","","Ободовский П.","Ободовский П.Г.","Ободовский Платон Григорьевич","Царский цветник : Der Kaisergarten. Ein Gedicht von P. Obodofskoy. Uebers. [в стихах] von Karl Friedrich von Grossheinrich","СПб.","Глазунова и Ко",1840,21,NA,20,"ЧБ","https://books.google.com/books?id=R4dvpCRljCgC&printsec=frontcover&source=gbs_ViewAPI","Отд. стихотворения","sep_lyr","Lyric booklets","A_127","../../data/collections//335_1840.txt","1840","Царский цветник, сочинение П. Ободовского. Тип. Глазунова и Ко, 1840 "
"79",318,"COL_133","v","col","lyr","","Папкевич А.","Папкевич А.","Папкевич Александр","Стихотворения Александра Папкевича","СПб.","3 Деп. М-ва гос. имуществ",1840,80,12,20,"нб_спбгу","http://old.library.spbu.ru/dcol/jsp/RcWebImageViewer.jsp?doc_id=ad3db2a1-c807-461d-a5a8-c6905de40f77/libspbgu/00000001/00000995","Сборники стихотворений","col_lyr","Lyric collections","A_116","../../data/collections//318_1840.txt","1840","Стихотворения А. Папкевича. СПб.: тип. 3-го деп. мин. гос. имуществ, 1840"
"80",1292,NA,"v","sep","lyr","","Сиянов","Сиянов П.Г.","Сиянов Петр Гаврилович","Ек... Ив... Б.л.г.в.кой : Стихотворение","СПб.","Штаба отд. корп. внутр. стражи",1840,4,NA,NA,"РНБ","https://vivaldi.nlr.ru/bx000028079/view/#page=","Отд. стихотворения","sep_lyr","Lyric booklets","A_298","../../data/collections//1292_1840.txt","1840","Ек... Ив... Б.л.г.в.кой "
"81",319,"COL_134","v","col","lyr","","Слепушкин Ф.","Слепушкин Ф.Н.","Слепушкин Федор Никифорович","Новые досуги Федора Слепушкина","СПб.","Акад. наук",1840,109,8,24,"","","Сборники стихотворений","col_lyr","Lyric collections","A_117","../../data/collections//319_1840.txt","1840","Новые досуги Федора Слепушкина. СПб.: тип. Имп. Рос. Акад., 1840 "
"82",901,NA,"v","sep","lyr","","","","","Застольная песня","","",1840,1,NA,NA,"нб_спбгу","http://old.library.spbu.ru/dcol/jsp/RcWebImageViewer.jsp?doc_id=ad3db2a1-c807-461d-a5a8-c6905de40f77/libspbgu/00000001/00000806&pg_seq=1&search_doc=","Отд. стихотворения","sep_lyr","Lyric booklets",NA,"../../data/collections//901_1840.txt","1840","Застольная песни на праздник серебряной свадьбы. СПб., 1840 "
"83",324,"COL_187","v","col","lyr","","","","","Три песни патриота","СПб.","3 Деп. М-ва гос. имуществ",1840,24,12,21,"РГБ","https://dlib.rsl.ru/01003560269","Сборники стихотворений","col_lyr","Lyric collections",NA,"../../data/collections//324_1840.txt","1840","Три песни патриота. СПб: тип. 3-го деп. мин. гос. имуществ, 1840 "
"84",1027,NA,"v","col","lyr",NA,"Кожухов Н.","Кожухов Н.C","Кожухов Николай Степанович","Стихотворения Н. Кожухова","М.","Ун. тип",1835,24,8,20,NA,NA,"Сборники стихотворений","col_lyr","Lyric collections",NA,"../../data/collections//1027_1835.txt","1835","Very short poetry collection "
"85",160,"COL_54","v","col","lyr","","Смирнова А.","Смирнова А.","Смирнова Анна","Собрание различных стихотворений. Соч. Анны Смирновой. Изд. 1-е","СПб.","Вингебера",1837,145,8,22,"РГБ","https://dlib.rsl.ru/01003559653","Сборники стихотворений","col_lyr","Lyric collections","A_48","","0","fem"
"86",185,"COL_60","pr","col","lyr","","Аладьина Е.В.","Аладьина Е.В.","Аладьина Елизавета Васильевна","Сочинения Е.В.А…","СПб.","Вингебера",1838,24,NA,24,"РГБ","https://dlib.rsl.ru/01003559619","Сборники стихотворений","col_lyr","Lyric collections","A_60","","0","fem"
"87",204,"COL_76","v","col","lyr","","Онисимова Д.А.","Анисимова Д.А.","Анисимова (Онисимова) Домна Анисимовна","Стихи бедной девицы, слепой дочери деревенского пономаря, сообщенные в Императорскую Российскую Академию, и от ней изданные","СПб.","Акад. наук",1838,27,NA,20,"","drive","Сборники стихотворений","col_lyr","Lyric collections","A_75","","0","fem"
"88",209,"COL_80","v","col","lyr","","Теплова Н.С.","Теплова Н.С.","Терюхина (Теплова) Надежда Сергеевна","Стихотворения Н. Тепловой. Изд. 2, умноженное","М.","Лазаревых",1838,78,16,15,"РГБ (1-е изд.)","https://dlib.rsl.ru/01003558839","Сборники стихотворений","col_lyr","Lyric collections","A_78","","0","fem"
"89",264,"COL_98","v","col","lyr","double","Кульман Е.Б.","Кульман Е.Б.","Кульман Елизавета Борисовна","Полное собрание Русских, Немецких и Италиянских Стихотворений Елисаветы Кульман. Кн. 1. Пиитические опыты. Изд. 2-е","СПб.","Акад. наук",1839,207,NA,24,"нб_спбгу","http://old.library.spbu.ru/dcol/jsp/RcWebImageViewer.jsp?doc_id=ad3db2a1-c807-461d-a5a8-c6905de40f77/libspbgu/00000001/00001002&pg_seq=1&search_doc=","Сборники стихотворений","col_lyr","Lyric collections","A_96","","0","fem"
"90",269,"COL_104","v","col","lyr","","Шахова Е.Н.","Шахова Е.Н.","Шахова Елисавета Никитична","Стихотворения Елизаветы Шаховой","СПб.","Акад. наук",1839,120,8,20,"РГБ","https://dlib.rsl.ru/01003560015","Сборники стихотворений","col_lyr","Lyric collections","A_101","","0","fem"
